Title,Nazwa,Miejsce Realizacji Województwo,Grantobiorca Miejscowość,Grantobiorca Ulica,Grantobiorca Nr budynku,Grantobiorca Kod pocztowy,Wartość wsparcia
Dywersyfikacja działalność organizatora turystyki firmy West Side Story Sp. z o.o. poprzez wprowadzenie do oferty usługi wynajmu domku wypoczynkowego – Region 2,WEST SIDE STORY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,WARMIŃSKO-MAZURSKIE,Gdańsk,Jana Heweliusza,11,80-890,457124.2
Dywersyfikacja działalności poprzez rozszerzenie oferty o usługi organizacji imprez i konferencji w regionie mazowieckim (Region 2),TICKET GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Stefana Batorego,10,02-591,535827.76
Dywersyfikacja działalności hotelu Warszawa w Augustowie w województwie podlaskim,HOTEL WARSZAWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PODLASKIE,Augustów,Zdrojowa,1,16-300,336505.5
Wzmocnienie odporności oraz potencjału rozwojowego firmy PALO-PALO sp. z o.o. poprzez rozszerzenie dotychczasowej działalności o świadczenie atrakcyjnych usług i pozyskanie nowej grupy klientów w ramach przedsięwzięcia realizowanego na terenie województwa mazowieckiego (REGION 2),PALO-PALO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Bracka,20,00-028,402347.29
"Rozszerzenie profilu dotychczasowej działalności przedsiębiorstwa MDM S.C. poprzez inwestycje mające na celu wdrożenie nowych usług, świadczonych w województwie mazowieckim.",MDM S.C.,MAZOWIECKIE,Warszawa,Bronisława Czecha,32,04-555,442421.66
Dywersyfikacja działalności firmy Centrum Klubowe - Dom Kultury s.c. Wiesław Pękala Ewa Pękala poprzez rozszerzenie oferty o usługi organizacji imprez i konferencji w regionie mazowieckim (Region 2),Centrum Klubowe - Dom Kultury s.c. Wiesław Pękala Ewa Pękala,MAZOWIECKIE,Warszawa,Stefana Batorego,10,02-591,539100.02
Dywersyfikacja działalności firmy Piotr Sas „Sasek” poprzez zakup przyczepy gastronomicznej zasilanej zieloną energią i świadczenia przy jej wykorzystaniu usług sprzedaży kuchni japońskiej na terenie Ząbek w województwie mazowieckim,"Piotr Sas ""SASEK""",MAZOWIECKIE,Piotrków Trybunalski,Konstantego Ildefonsa Gałczyńskiego,5,97-300,240801.73
"Usługa wynajmu łodzi żaglowych jako dywersyfikacja działalności przedsiębiorstwa Restauracja ""Braterska"" Robert Mościcki w regionie nr 2",Robert Mościcki RESTAURACJA BRATERSKA,WARMIŃSKO-MAZURSKIE,Młynarze,Ostrołęcka,3d,06-231,452093.4
"Interaktywne stanowisko dla nowoczesnej edukacji sportowej z elementami AI w sali zabaw Twister. Region 2, województwo mazowieckie.",FIGLORAJ MARIA WITT,MAZOWIECKIE,Piaseczno,Puławska,48,05-500,537464.52
Realizacja działań mających na celu poprawę odporności firmy z woj. warmińsko-mazurskiego (REGION 2) na kryzysy .,PIEROGARNIA ANETA BRUNER,WARMIŃSKO-MAZURSKIE,Olsztyn,Stare Miasto,26/27,11-026,449400.0
Dywersyfikacja i rozszerzenie działalności firmy FOLWARSKI EVENT GROUP Rafał Folwarski z siedzibą w woj. mazowieckim,FOLWARSKI EVENT GROUP Rafał Folwarski,MAZOWIECKIE,Zalesie,Zdrojowa,4,96-321,526050.0
"Dywersyfikacja i rozszerzenie działalności firmy Maciej ZAWIŚLAK ""MAZAW"" z siedzibą w woj. mazowieckim","Maciej ZAWIŚLAK ""MAZAW""",MAZOWIECKIE,Warszawa,Freta,20,00-227,511200.0
Dywersyfikacja i uodpornienie działalności GOSPODA PODLASKA C. KINDZIUK SPÓŁKA JAWNA poprzez wdrożenie usługi wynajmu łodzi żaglowych w województwie podlaskim (region nr 2),GOSPODA PODLASKA C. KINDZIUK SPÓŁKA JAWNA,PODLASKIE,Białystok,pl. Rynek Kościuszki,18,15-421,538794.0
"Rozszerzenie działalności firmy KARATON ANNA SZOTA-DOLIŃSKA o usługę organizacją targów, wystaw i kongresów w plenerze lub w pomieszczeniach zamkniętych o powierzchni przekraczającej 1100 mkw., co doprowadzi do zwiększenia odporności firmy na wstrząsy gospodarcze, społeczne i środowiskowe - region 2 - województwa mazowieckie, podlaskie, warmińsko-mazurskie",KARATON ANNA SZOTA-DOLIŃSKA,MAZOWIECKIE,Jesionka,Jesionowa,12,05-152,527363.76
"Rozszerzenie i dywersyfikacja działalności, zwiększenie konkurencyjności i innowacyjności firmy poprzez wprowadzenie nowych usług i pozyskiwanie nowych klientów. Wzmocnienie odporności na kryzysy dzięki zielonej transformacji oraz zastosowaniu nowoczesnych technologii cyfrowych, podnoszenie kompetencji pracowników oraz skorzystanie z usług doradczych w zakresie dywersyfikacji. Dostosowanie do aktualnych trendów i potrzeb rynku. Projekt realizowany na terenie województwa mazowieckiego","DOM BANKIETOWY ""RELAX"" BOGDAN ŚWIĄTEK",MAZOWIECKIE,Nowy Dwór Mazowiecki,Przejazd,32,05-100,445427.95
"Nowa, komplementarna usługa czarteru jachtu żaglowego z pomocniczym napędem elektrycznym sposobem dywersyfikacji działalności J Holiday sp. z o.o. i drogą do budowy własnych aktywów i usług. celem ograniczenia podatności na kryzysy oraz szansą na rozwój mikroregionu Jeziora Włocławskiego w województwie mazowieckim",J HOLIDAY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Ciechanów,Bolesława Leśmiana,5,06-400,539940.5
"Dywersyfikacja działalności firmy R-Tech Rafał Tatarek poprzez wprowadzenie nowej usługi kompleksowej obsługi realizacji multimediów wydarzeń (targów, wystaw, kongresów i innych imprez) – pre-produkcji, oprawy audio, wizualnej, transmisji i postprodukcji wydarzenia (region 2 - województwo mazowieckie)",R-TECH RAFAŁ TATAREK,MAZOWIECKIE,Warszawa,Juliusza Słowackiego,11,05-075,539783.04
Dywersyfikacja działalności spółki Herbowy Gród Sp. z o.o. w zakresie wejścia na rynek wynajmu i dzierżawy sprzętu rekreacyjnego i sportowego na terenie województwa mazowieckiego poprzez niezbędne zakupy inwestycyjne oraz realizację usługi szkoleniowej i doradczej.,"""HERBOWY GRÓD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",MAZOWIECKIE,Dzierżenin,,9,06-114,506582.38
"Dywersyfikacja działalności poprzez nową usługę sprzedaży i obsługi klientów hotelu w ACTIVE REVITAL sp. z o. o. bez kontaktu z personelem recepcji oraz nowej usługi związanej z poprawą kondycji fizycznej, a także nowej usługi wypożyczania sprzętu rekreacyjnego (kajaków i rowerów) poprzez wsparcie niniejszych działań komponentem doradczym i szkoleniowym w województwie mazowieckim, Region 2.",ACTIVE REVITAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Anieli Krzywoń,2,01-391,413522.63
Czarter jachtów na Zegrzu jako dywersyfikacja i uodpornienie na przyszłe kryzysy działalności gastronomicznej - Region 2,ANOVI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Fabryczna,2,00-446,539861.4
"Dywersyfikacja działalności Wlazło Krzysztof Przedsiębiorstwo Handlowo-Usługowe ""ARKADIA"" Obejmująca poszerzenie bazy usługowej","Wlazło Krzysztof Przedsiębiorstwo Handlowo-Usługowe ""ARKADIA""",MAZOWIECKIE,Przytyk,Tomaszowska,17,26-650,209306.14
Wzmocnienie odporności oraz potencjału rozwojowego DOROTA BOGUMIŁ USŁUGI HOTELARSKIE poprzez dywersyfikację działalności w obszarze wynajmu sprzętu rekreacyjnego i sportowego oraz działalności związanej z organizacją eventów na terenie województwa mazowieckiego (region 2) w ramach Inwestycji A1.2.1 KPO.,Dorota Bogumił Usługi Hotelarskie,MAZOWIECKIE,Stara Iwiczna,Słoneczna,56A,05-515,520704.9
"Działania inwestycyjne ""PROMINENTIS"" Sp. z o. o. w zakresie budowania odporności i konkurencyjności w regionie 2 -województwo mazowieckie. Dywersyfikacja działalności w zakresie wprowadzenia nowej usługi EcoBox Catering: usługi cateringu pudełkowego dla obecnych i przyszłych klientów firmy.","""PROMINENTIS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",MAZOWIECKIE,Warszawa,Foksal,3/5,00-366,402002.97
Rozszerzenie i dywersyfikacja działalności firmy poprzez wzmocnienie prowadzonej działalności i wprowadzenie nowego produktu/usługi w celu zwiększenia odporności na sytuacje kryzysowe i zwiększenia konkurencyjności przedsiębiorstwa w woj. mazowieckim,JERZY BIEŃ PRZEDSIĘBIORSTWO USŁUGOWO-PRODUKCYJNO-HANDLOWE,MAZOWIECKIE,Moniochy,,34,26-903,539998.16
"Wzmocnienie prowadzonej działalności firmy 2Loud poprzez wprowadzenie nowych usług obsługi eventów, zawodów sportowych oraz projekcji filmów z wykorzystaniem ekranu LED.",2LOUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Kolejowa,8A,01-210,365701.0
"Zwiększenie odporności firmy Barinclusive Marcin Gwistka na sytuacje kryzysowe, poprzez dywersyfikację działalności, wprowadzenie nowej usługi w zakresie PKD 77.21.Z Wypożyczanie i dzierżawa sprzętu rekreacyjnego i sportowego. Zakup Jachtu zero emisyjnego, usługi doradczej i szkoleniowej. Realizacja Przedsięwzięcia- województwo mazowieckie, region 2.",BARINCLUSIVE MARCIN GWISTKA,MAZOWIECKIE,Warszawa,Kiprów,28,04-334,526014.0
Dywersyfikacja działalności restauracji Bella Napoli Partners Sp. z o.o. sp.k. w Ząbkach i w Warszawie w województwie mazowieckim,"""BELLA NAPOLI PARTNERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWA",MAZOWIECKIE,Warszawa,Francuska,18,03-906,350115.35
"Dywersyfikacja i rozszerzenie działalności w firmie Cosmopolitan Events&Catering R. Barański, B. Ryszt spółka cywilna w województwie mazowieckim","Cosmopolitan Events&Catering R.Barański, B.Ryszt spółka cywilna",MAZOWIECKIE,Warszawa,Szarych Szeregów,11,01-210,503550.0
"Dywersyfikacja i synergiczne połączenie działań, poprzez wprowadzenie ruchomej placówki gastronomicznej oraz mobilnego salonu poprawy kondycji fizycznej, zapewniające zwiększenie odporności na sytuacje kryzysowe i poszerzenie grupy klientów przedsiębiorstwa, region 2 - województwa mazowieckie, podlaskie, warmińsko-mazurskie.",KREOMAG MIKOŁAJ KRZEMIEŃ,MAZOWIECKIE,Palmiry,Wspólna,6,05-152,476927.68
Zwiększenie odporności przedsiębiorstwa Let’s Go Sp. z o.o. na sytuacje kryzysowe poprzez dywersyfikację działalności i zaangażowanie w nowe obszary działania w województwie mazowieckim,LET`S GO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Koncertowa,4,02-787,538650.0
"Dywersyfikacja działalności jako zwiększenie konkurencyjności firmy ""MONTE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ w branży HoReCa w województwie mazowieckim.","""MONTE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",MAZOWIECKIE,Warszawa,al. Aleja Jana Pawła II,82,00-175,375910.08
Dywersyfikacja usług w celu podniesienia odporności przedsiębiorstwa na przyszłe kryzysy,PRESTIGE KAMIL EJMOCKI,MAZOWIECKIE,Warszawa,Samolotowa,4,03-984,261555.68
Rozszerzenie i dywersyfikacja działalności Avantador Sp. z o.o. poprzez inwestycje i rozwój usług turystycznych - działania na rzecz zwiększenia odporności,AVANTADOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Kopalniana,14A,01-321,539904.15
Dywersyfikacja usług w obszarze branży HoReCa,KOURTIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Długa,29,00-238,509289.63
Rozwój i dywersyfikacja firmy Black Ball Events Michał Nowak,Black Ball Events Michał Nowak,MAZOWIECKIE,Radom,Dionizego Czachowskiego,14,26-600,124573.26
Rozszerzenie działalności Akademii Sportu i Rekreacji Let’s Go w województwie warmińsko-mazurskim celem pozyskania szerszej grupy odbiorców i zwiększenia odporności na sytuacje kryzysowe,"SŁAWOMIR BANACKI Akademia Sportu i Rekreacji ""LET'S GO""",WARMIŃSKO-MAZURSKIE,Iława,Melchiora Wańkowicza,16,14-200,538650.0
Rozszerzenie oferty Pizzerii Voyage - Region 2,PIZZERIA IWONA KRUSZEWSKA I WOJCIECH KRUSZEWSKI S.C.,MAZOWIECKIE,Małkinia Górna,Przedszkolna,6,07-320,442664.1
"""Dywersyfikacja działalności MŚP poprzez wprowadzenie usług cateringowych oraz modernizację infrastruktury technologicznej i energetycznej w ""Toyomar"" w regionie mazowieckim",TOYOMAR S.C. MAREK I IRENA JĘDRYSZEK,MAZOWIECKIE,Kozienice,Jana Kochanowskiego,5A,26-900,391696.32
Dywersyfikacja przedsiębiorstwa MAREK GRABOWIEC PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE MAGRA na terenie województwa mazowieckiego poprzez wprowadzenie do oferty nowych usług.,MAREK GRABOWIEC PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE MAGRA,MAZOWIECKIE,Siedlce,Łukowska,16,08-110,523964.63
Zwiększenie odporności na COVID poprzez dywersyfikacje działalności: Wdrożenie kompleksowych usług organizacji spotkań oraz rozwój działalności cateringowej z dostawą posiłków dla biurowców i osób niepełnosprawnych we współpracy z platformą Lunchspot - wirtualna stołówka w Regionie nr 2 (województwo mazowieckie),"""ART-MERITUM"" MACIEJA I MACIEJA SPÓŁKA JAWNA",MAZOWIECKIE,Warszawa,Tytusa Chałubińskiego,8,00-613,515347.23
"Dywersyfikacja działalności kuchni Sali Bankietowej Bianco w Barczącej, unowocześnienie bazy usługowej i wprowadzenie nowej usługi kateringu przemysłowego w woj. mazowieckim.",SALA BANKIETOWA BIANCO BEATA GRYGLAS,MAZOWIECKIE,Barcząca,Prosta,3,05-300,346936.8
"Dywersyfikacja działalności UNIVERSUM, PAWEŁ BERENT i uodpornienie na przyszłe kryzysy poprzez wprowadzenie do oferty nowych usług w zakresie wypożyczania i dzierżawy sprzętu rekreacyjnego i sportowego wraz z organizacją eventów (targów i wystaw) - Region 2 - województwo mazowieckie","UNIVERSUM, PAWEŁ BERENT",MAZOWIECKIE,Mława,Długa,22,06-500,503787.54
"Rozszerzenie i dywersyfikacja działalności przedsiębiorstwa ""PIKNIK"" - Maciej Klimek polegające na uruchomieniu PAPA'S CAFE - pierwszej śniadaniowni w Grodzisku Mazowieckim.","""PIKNIK"" - MACIEJ KLIMEK",MAZOWIECKIE,Grodzisk Mazowiecki,W. Bartniaka,26,05-825,539983.95
Zwiększenie odporności Dworu pod Kasztanowcami poprzez dywersyfikację działalności o nową usługę (catering) w województwie mazowieckim,DWÓR POD KASZTANOWCAMI GRAŻYNA URBAŃSKA-KLECHA,MAZOWIECKIE,Wiejca,,74,05-085,414605.52
Dywersyfikacja działalności Cukierni z Klonowej poprzez wprowadzenie usług cateringowych – Region 2,DARIUSZ GAŁACHOWSKI Cukiernia z Klonowej,MAZOWIECKIE,Siedlce,Józefa Piłsudskiego,19,08-110,265410.0
"Zwiększenie odporności przedsiębiorstwa MŚP na nieprzewidziane sytuacje kryzysowe. Wdrożenie nowych usług cateringowo - eventowych, zakup niezbędnych energooszczędnych urządzeń kuchennych i wyposażenia, zakup instalacji wentylacyjnej, zakup pompy ciepła do podgrzewania wody oraz wdrożenie gospodarki obiegu zamkniętego w firmie SOFRA RENATA CHĄDZYŃSKA ZIEMAK w Markach w województwie mazowieckim.",SOFRA RENATA CHĄDZYŃSKA ZIEMAK,MAZOWIECKIE,Marki,Marszałka Józefa Aleja Marszałka Józefa Piłsudskiego,1,05-270,177084.44
"Przedsięwziecie związane z dywersyfikacją przedsiębiorstwa poprzez wprowadzenie i uruchomienie nowego kodu PKD 56.10.B w działalności firmy w postaci mobilnych wózków gastronomicznych, wykorzystywanych do sprzedaży gotowych produktów żywnościowych. Przędsięwzięcie oparte jest również o element zielonej energii, dzięki zainstalowanym panelom fotowoltaicznym o mocy 410 WP na każdym z wózków gastronomicznych wraz z bankiem energii.",Catering Siekierka - Bartosz Siekierka,MAZOWIECKIE,Warszawa,gen. Tadeusza Bora-Komorowskiego,14,03-982,490060.7
Dywersyfikacja i rozszerzenie działalności hotelu Dwór Mystkowo w województwie mazowieckim poprzez inwestycje umożliwiające stworzenie nowej oferty usługowej hotelu,DWÓR MYSTKOWO JACEK ŻABIK,MAZOWIECKIE,Mystkowo,,22,09-130,453767.4
Dywersyfikacja przedsiębiorstwa Warsaw Dispatch poprzez nowe usługi wynajem i dzierżawę żaglówek ( TISE S.A.) - mazowieckie,WARSAW DISPATCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Nowy Świat,41a,00-042,523104.5
Dywersyfikacja działalności FH-G „GASTRO-POL” Jolanta Sobaszek w województwie mazowieckim poprzez rozszerzenie oferty o catering produktów garmażeryjnych,"FIRMA HOTELARSKO - GASTRONOMICZNA ""GASTRO - POL"" JOLANTA SOBASZEK",MAZOWIECKIE,Stefanów,,2c,09-500,81810.0
Kuchnia włoska i kino - dywersyfikacja działalności firmy Multiconcept poprzez wprowadzenie nowej oferty w postaci organizacji projekcji filmowych połączonych z ofertą gastronomiczną pod nazwą CinemaGusto,"""MULTICONCEPT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",MAZOWIECKIE,Warszawa,Franciszka Klimczaka,1,02-797,509743.46
"Nowe usługi: organizowanie obozów sportowych, zajęć gimnastycznych, kursów sztuk walki, prowadzenie szkoleń i kursów dla instruktorów sportu, nauczycieli i trenerów jako dywersyfikacja działalności MICHAŁ WESOŁOWSKI COACH & ATHLETE w Ełku w województwie warmińsko-mazurskim.",MICHAŁ WESOŁOWSKI COACH & ATHLETE,WARMIŃSKO-MAZURSKIE,Ełk,Tadeusza Kościuszki,26A,19-300,523721.14
Rozszerzenie działalności Harmonia Mundi Sp.z o.o. i uodpornienie na przyszłe kryzysy poprzez wprowadzenie do oferty nowych usług noclegowych w woj. warmińsko mazurskim -region 2,HARMONIA MUNDI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,WARMIŃSKO-MAZURSKIE,Olsztyn,Towarowa,20b,10-417,419940.0
Rozszerzenie oferty gastronomicznej kawiarni Cafe Marcus w Radomiu - Region 2,Cafe Marcus Małgorzata Rychtelska,MAZOWIECKIE,Radom,Stefana Żeromskiego,39,26-600,342222.3
"Dywersyfikacja działalności i poprawa konkurencyjności poprzez uruchomienie nowej usługi przygotowywania i dostawy szerokiej gamy posiłków gotowych (obiadów , zup, kanapek, przekąsek oraz świeżych soków ) z wykorzystaniem własnych rzemieślniczych półproduktów piekarniczych i cukierniczych.",Kołacz Mateusz Jankowski,MAZOWIECKIE,Nowy Dwór Mazowiecki,Nowołęczna,1,05-100,539500.24
Poszerzenie działalności gastronomicznej restauracji Wodna-Osada Anna Dec o funkcje konferencyjno-rekreacyjne,"""WODNA-OSADA ANNA DEC""",MAZOWIECKIE,Grzegorzewice,Pałacowa,58,96-321,346871.0
"Wdrożenie w działalności Wnioskodawcy nowej, nieistniejącej wcześniej w ofercie Wnioskodawcy, usługi w postaci dzierżawy i wypożyczania łodzi żaglowej bez załogi, powodującej wprowadzenie nowego zakresu działalności i zwiększenia odporności przedsiębiorstwa na sytuacje kryzysowe- Region 2 Województwo mazowieckie","""PROSPER"" S.C. JACEK LEWCZUK, MARIA LEWCZUK",MAZOWIECKIE,Warszawa,Modlińska,190 A,03-186,469807.87
"Wdrożenie w działalności Wnioskodawcy nowej, nieistniejącej wcześniej w ofercie Wnioskodawcy, usługi w postaci wynajmu pokoi powodującej wprowadzenie nowego zakresu działalności i zwiększenie odporności przedsiębiorstwa na sytuacje kryzysowe - Region 2 - województwo mazowieckie","BEATA RADKIEWICZ ""BENITEX""",MAZOWIECKIE,Tarczyn,Rynek,38,05-555,530825.92
"Wdrożenie w działalności Wnioskodawcy nowej, nieistniejącej wcześniej w ofercie Wnioskodawcy, usługi w postaci cateringu powodującej wprowadzenie nowego zakresu działalności i zwiększenie odporności przedsiębiorstwa na sytuacje kryzysowe - Region 2 Województwo mazowieckie","BENEDYKTA ŁAPIŃSKA ""ECHO""",MAZOWIECKIE,Warszawa,Pabla Picassa,2,03-126,278309.63
"Rozszerzenie i dywersyfikacja bazy usług Vengo DMC Poland sp. z o. o. z elementami cyfryzacji dzięki pomocy finansowej dla MŚP prowadzących działalność w sektorze hotelarstwa, gastronomii, turystyki lub kultury w ramach Inwestycji A1.2.1 KPO z regionu nr 2 obejmującego województwa: mazowieckie, podlaskie, warmińsko-mazurskie.",VENGO DMC POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Ratuszowa,11,04-450,143660.15
Wprowadzenie nowej oferty mobilnych usług rekreacyjnych z wdrożeniem procedur ich świadczenia oraz przeszkoleniem personelu w celu dywersyfikacji działalności i wzrostu odporności na zmiany w otoczeniu biznesowym.,MOMAG EVENTS GRZEGORZ ZYCH,MAZOWIECKIE,Wołomin,1 Maja,54,05-200,251373.01
"Dywersyfikacja i uodpornienie działalności P. PPHU Leder – Pol Antoni Winnicki w regionie województwa mazowieckiego, poprzez wprowadzenie nowych usług organizacji spotkań i konferencji oraz rozszerzenie oferty poprzez stworzenie nowego lokalu restauracyjno-konferencyjnego oferującego menu kuchni japońskiej i wprowadzenie nowych kanałów sprzedaży celem zwiększenia konkurencyjności i odporności w branży HoReCa","""LEDER-POL"" PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWO - USŁUGOWE Antoni Winnicki",MAZOWIECKIE,Radom,Stefana Żeromskiego,63,26-600,539989.2
"Dywersyfikacja działalności w ramach A1.2.1 Inwestycje dla przedsiębiorstw w produkty, usługi i kompetencje pracowników oraz kadry związane z dywersyfikacją działalności. Projekt pt. "" Wypożyczalnia eBike Anna Łuniewska""",ANNA ŁUNIEWSKA,MAZOWIECKIE,Marki,Józefa Sowińskiego,10d,05-270,539889.09
"Zwiększenie odporności poprzez stworzenie nowych usług - wypożyczanie sprzętu turystycznego, unowocześnienie obiektu i zastosowanie technologii cyfrowych (Warszawa, województwo mazowieckie).",ZAMEK OKI DOKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE,Warszawa,Świętojańska,2,00-288,325110.55
Dywersyfikacja działalności firmy La Finestra spółka cywilna w obszarze cateringu dietetycznego dla dzieci na terenie województwa mazowieckiego,LA FINESTRA SPÓŁKA CYWILNA,MAZOWIECKIE,Warszawa,Grójecka,46/50,02-320,422617.5
